,ScientificName,CommonName,SC,SMC,MUCode,MUName,Season,Region,level3,Macrogroup
2142,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,9840,West Gulf Coastal Plain Large River Floodplain Forest                                              ,winter,Great Plains,9840,Southern Coastal Plain Floodplain Forest
5435,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,9839,West Gulf Coastal Plain Small Stream and River Forest                                              ,winter,Great Plains,9839,Southern Coastal Plain Floodplain Forest
3462,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4118,Crosstimbers Oak Forest and Woodland                                                               ,winter,Great Plains,4118,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4003,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland                                   ,winter,Great Plains,4321,Longleaf Pine Woodland
1222,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4136,Central and South Texas Coastal Fringe Forest and Woodland                                         ,winter,Great Plains,4136,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
7789,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9204,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Nupea Modifier                         ,winter,Southeast,9204,Southern Coastal Plain Basin Swamp & Flatwoods
8387,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,8201,Deciduous Plantation,winter,Southeast,8201,Southeastern North American Ruderal Forest
5493,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9851,East Gulf Coastal Plain Small Stream and River Floodplain Forest                                   ,winter,Southeast,9851,Southern Coastal Plain Floodplain Forest
2024,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4130,Southern Coastal Plain Dry Upland Hardwood Forest                                                  ,winter,Southeast,4130,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
5017,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4203,Southern Crowley's Ridge Mesic Loess Slope Forest                                                  ,winter,Southeast,4203,Southern Mesic Mixed Broadleaf Forest
8880,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4128,East Gulf Coastal Plain Northern Loess Bluff Forest                                                ,winter,Southeast,4128,Southern Mesic Mixed Broadleaf Forest
1091,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4210,Atlantic Coastal Plain Central Maritime Forest                                                     ,winter,Southeast,4210,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
2724,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9843,Atlantic Coastal Plain Small Blackwater River Floodplain Forest                                    ,winter,Southeast,9843,Southern Coastal Plain Floodplain Forest
183,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9841,Southern Piedmont Small Floodplain and Riparian Forest                                             ,winter,Southeast,9841,Southern Coastal Plain Floodplain Forest
96,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9801,Atlantic Coastal Plain Blackwater Stream Floodplain Forest - Forest Modifier                       ,winter,Southeast,9801,Southern Coastal Plain Floodplain Forest
5243,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4501,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Offsite Hardwood Modifier         ,winter,Southeast,4501,Southeastern North American Ruderal Forest
9133,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9701,Lower Mississippi River Bottomland Depressions - Forest Modifier                                   ,winter,Southeast,9701,Southern Coastal Plain Floodplain Forest
7715,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9301,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest  - Taxodium/Nyssa Modifier        ,winter,Southeast,9301,Southern Coastal Plain Basin Swamp & Flatwoods
8842,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4122,Ouachita Montane Oak Forest                                                                        ,winter,Southeast,4122,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4004,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland                                   ,winter,Southeast,4321,Longleaf Pine Woodland
1655,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9205,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Clethra Modifier                       ,winter,Southeast,9205,Southern Coastal Plain Basin Swamp & Flatwoods
2143,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9840,West Gulf Coastal Plain Large River Floodplain Forest                                              ,winter,Southeast,9840,Southern Coastal Plain Floodplain Forest
57,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9715,Southern Piedmont/Ridge and Valley Upland Depression Swamp                                         ,winter,Southeast,9715,Central Hardwoods Swamp Forest
6733,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4137,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland                 ,winter,Southeast,4137,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
8282,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4331,Appalachian Hemlock-Hardwood Forest                                                                ,winter,Southeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
7661,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9238,South Florida Bayhead Swamp                                                                        ,winter,Southeast,9238,Caribbean Swamp
6820,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4212,Atlantic Coastal Plain Southern Maritime Forest                                                    ,winter,Southeast,4212,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
9104,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9303,Atlantic Coastal Plain Clay-Based Carolina Bay Forested Wetland                                    ,winter,Southeast,9303,Pond-cypress Basin Swamp
7382,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9911,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods                                       ,winter,Southeast,9911,Southern Coastal Plain Basin Swamp & Flatwoods
5544,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4103,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland - Hardwood Modifier                ,winter,Southeast,4103,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1022,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4202,Southern Piedmont Mesic Forest                                                                     ,winter,Southeast,4202,Appalachian-Central Interior-Northeastern Mesic Forest
2064,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4305,Southern Piedmont Dry Oak-(Pine) Forest - Loblolly Pine Modifier                                   ,winter,Southeast,4305,Southeastern North American Ruderal Forest
2564,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9302,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest - Oak Dominated Modifier          ,winter,Southeast,9302,Southern Coastal Plain Basin Swamp & Flatwoods
4668,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4507,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Loblolly Modifier                 ,winter,Southeast,4507,Southeastern North American Ruderal Forest
3571,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood Modifier      ,winter,Southeast,4553,Longleaf Pine Woodland
231,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9852,Southern Coastal Plain Blackwater River Floodplain Forest                                          ,winter,Southeast,9852,Southern Coastal Plain Floodplain Forest
2498,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9202,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Bay/Gum Modifier                       ,winter,Southeast,9202,Southern Coastal Plain Basin Swamp & Flatwoods
9767,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9844,Red River Large Floodplain Forest                                                                  ,winter,Southeast,9844,Southern Coastal Plain Floodplain Forest
6994,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4504,Atlantic Coastal Plain Fall-Line Sandhills Longleaf Pine Woodland - Loblolly Modifier              ,winter,Southeast,4504,Southeastern North American Ruderal Forest
7758,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9218,Atlantic Coastal Plain Southern Tidal Wooded Swamp                                                 ,winter,Southeast,9218,Southern Coastal Plain Floodplain Forest
4067,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4132,South Florida Hardwood Hammock                                                                     ,winter,Southeast,4132,Caribbean Coastal Lowland Dry Forest
6949,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4332,West Gulf Coastal Plain Pine-Hardwood Forest                                                       ,winter,Southeast,4332,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6681,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4117,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest                                        ,winter,Southeast,4117,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
2530,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9239,Southern Coastal Plain Nonriverine Basin Swamp                                                     ,winter,Southeast,9239,Southern Coastal Plain Basin Swamp & Flatwoods
8,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9208,Southern Coastal Plain Seepage Swamp and Baygall                                                   ,winter,Southeast,9208,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp
1906,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier                                        ,winter,Southeast,4302,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8710,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4403,Atlantic Coastal Plain Mesic Hardwood and Mixed Forest                                             ,winter,Southeast,4403,Southern Mesic Mixed Broadleaf Forest
7270,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9842,Atlantic Coastal Plain Small Brownwater River Floodplain Forest                                    ,winter,Southeast,9842,Southern Coastal Plain Floodplain Forest
733,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest                                                ,winter,Southeast,4133,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6891,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4306,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest - Offsite Pine Modifier                ,winter,Southeast,4306,Southeastern North American Ruderal Forest
2674,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9806,Southern Piedmont Large Floodplain Forest - Forest Modifier                                        ,winter,Southeast,9806,Southern Coastal Plain Floodplain Forest
9002,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest                                             ,winter,Southeast,4205,Southern Mesic Mixed Broadleaf Forest
1391,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4150,East Gulf Coastal Plain Maritime Forest                                                            ,winter,Southeast,4150,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
1223,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4136,Central and South Texas Coastal Fringe Forest and Woodland                                         ,winter,Southeast,4136,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
9199,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9827,Mississippi River Riparian Forest                                                                  ,winter,Southeast,9827,Southern Coastal Plain Floodplain Forest
2516,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9210,East Gulf Coastal Plain Tidal Wooded Swamp                                                         ,winter,Southeast,9210,Southern Coastal Plain Floodplain Forest
7678,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9201,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Taxodium Modifier                      ,winter,Southeast,9201,Southern Coastal Plain Basin Swamp & Flatwoods
3625,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4301,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Hardwood Modifier                     ,winter,Southeast,4301,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
9050,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9203,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Pine Modifier                          ,winter,Southeast,9203,Southern Coastal Plain Basin Swamp & Flatwoods
2202,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4135,Southeast Florida Coastal Strand and Maritime Hammock                                              ,winter,Southeast,4135,Caribbean Coastal Lowland Dry Forest
7347,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9902,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Offsite Hardwood Modifier                      ,winter,Southeast,9902,Southeastern North American Ruderal Forest
9258,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,9836,Mississippi River Low Floodplain (Bottomland) Forest                                               ,winter,Southeast,9836,Southern Coastal Plain Floodplain Forest
5059,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4209,East Gulf Coastal Plain Southern Mesic Slope Forest                                                ,winter,Southeast,4209,Southern Mesic Mixed Broadleaf Forest
1427,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4153,Mississippi Delta Maritime Forest                                                                  ,winter,Southeast,4153,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
8918,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w6,4134,Southwest Florida Coastal Strand and Maritime Hammock                                              ,winter,Southeast,4134,Caribbean Coastal Lowland Dry Forest
